TV;Radio;Social Media;Influencer;Sales
74;1.911.490.912;4.485.970.525;Nano;259.900.723
50;181.727.377;5.722.841.776;Micro;1.812.762.703
29;4.595.233.625;0.581271839;Micro;1.045.145.469
43;2.420.995.844;7.407.487.893;Micro;1.509.981.854
97;2.837.534.439;6.324.932.659;Macro;3.485.464.665
35;141.368.135;1.571.675.673;Mega;1.267.749.212
80;2.850.516.115;5.403.039.713;Mega;2.849.089.972
72;1.812.593.442;3.547.403.641;Nano;2.573.816.404
85;3.624.543.619;8.863.215.031;Macro;3.057.394.717
54;1.747.277.703;1.477.320.945;Macro;1.940.262.623
36;1.519.445.096;2.799.221.115;Mega;1.280.211.864
23;4.510.090.793;0.033647813;Mega;7.740.214.925
13;1.470.311.516;1.231.379.728;Micro;4.928.503.296
62;1.596.713.564;118.040.903;Macro;2.200.547.642
36;3.478.911.133;1.239.673.052;Mega;1.256.122.776
47;1.942.239.584;3.602.285.923;Macro;1.671.207.967
69;2.100.808.675;2.478.178.486;Micro;2.441.818.392
65;156.978.375;3.011.898.971;Mega;2.326.702.357
20;1.175.733.151;3.733.754.349;Nano;7.020.770.114
40;1.356.691.537;3.323.877.768;Mega;1.403.737.325
33;1.355.208.661;5.696.142.076;Micro;1.196.868.639
30;6.626.398.231;2.827.163.775;Mega;10.908.296
29;0.969179242;1.101.270.316;Micro;1.024.582.611
27;2.045.585.162;0.051933011;Nano;9.292.957.432
90;3.380.612.226;627.858.393;Mega;322.660.707
59;2.219.699.053;4.710.262.205;Mega;2.108.443.494
75;2.348.296.489;3.750.273.951;Micro;2.633.750.447
75;3.243.091.127;1.524.148.306;Macro;2.658.749.687
13;1.237.598.531;2.447.639.874;Micro;4.657.401.993
18;1.065.529.469;1.368.274.421;Micro;6.470.988.356
31;6.705.393.208;199.719.926;Micro;1.120.706.407
36;9.099.158.632;1.051.392.464;Micro;1.254.867.164
70;2.616.107.046;3.582.985.818;Mega;2.474.803.463
88;2.765.593.332;3.643.025.864;Micro;3.100.771.395
42;658.132.946;1.641.510.704;Macro;1.484.648.245
32;8.459.387.308;0.474236007;Mega;115.552.505
38;1.843.696.066;2.419.836.853;Macro;1.405.311.929
86;2.525.707.261;0.696331556;Macro;3.035.614.352
89;2.781.948.029;5.228.492.402;Mega;3.182.708.476
45;6.951.526.595;1.566.329.051;Macro;1.605.471.107
91;2.628.625.575;6.917.554.923;Micro;328.484.604
46;1.366.666.813;5.592.577.136;Macro;1.671.352.804
78;2.458.785.494;4.628.858.613;Macro;2.762.603.779
70;2.976.077.482;5.814.951.014;Macro;2.478.132.733
100;3.667.505.326;7.344.048.307;Micro;3.567.467.816
62;1.900.447.338;0.255726683;Macro;2.247.741.278
56;2.565.263.615;3.484.751.126;Micro;1.942.430.827
98;2.580.264.351;4.420.553.579;Macro;3.502.019.853
32;1.701.194.371;2.682.326.269;Micro;1.153.543.379
34;1.393.985.815;1.153.340.571;Mega;1.244.780.998
58;1.219.180.528;1.666.526.752;Nano;2.099.240.389
10;0.688749344;0.982755686;Mega;3.345.988.582
13;0.747718323;1.912.693.178;Macro;4.575.723.345
14;7.442.168.644;1.954.879.928;Micro;5.451.656.478
38;1.782.863.476;1.823.407.233;Nano;1.407.737.107
61;2.004.207.353;1.427.891.296;Micro;2.153.130.793
23;113.262.451;1.308.263.234;Mega;80.977.606
75;3.225.518.431;6.076.591.747;Macro;2.667.925.281
19;2.405.404.817;0.50779351;Mega;7.097.470.749
20;1.342.204.767;1.901.254.957;Mega;7.752.464.044
80;3.155.506.543;5.829.251.423;Nano;2.860.660.872
37;1.337.330.873;0.38920132;Nano;1.314.947.625
88;3.417.538.554;6.988.181.689;Macro;3.178.270.201
39;9.574.084.012;2.508.975.852;Nano;139.663.301
94;3.327.375.618;5.605.628.024;Nano;3.307.216
18;1.073.061.151;0.827735972;Mega;6.758.062.238
49;129.152.275;4.690.735.711;Macro;1.781.451.554
72;2.383.835.402;2.826.565.354;Nano;2.496.328.332
52;2.421.323.418;3.817.027.564;Mega;1.840.961.892
26;4.949.507.518;0.508675133;Macro;9.442.876.263
48;1.691.928.999;1.063.630.886;Macro;1.715.389.446
65;2.333.843.751;3.875.179.167;Macro;2.339.894.064
74;2.462.362.561;5.521.459.055;Micro;27.136.513
91;3.629.359.238;6.685.509.421;Macro;3.256.558.158
13;8.233.607.467;1.324.969.168;Mega;4.760.129.082
65;1.818.146.552;2.970.729.615;Mega;2.322.256.845
35;7.198.778.595;150.952.132;Nano;1.287.372.869
98;2.793.306.892;6.098.290.028;Micro;3.452.216.408
48;5.931.776.912;0.520852596;Mega;1.696.157.745
83;2.126.976.739;422.881.998;Macro;2.999.265.797
85;2.711.256.453;5.223.855.748;Mega;3.042.232.926
89;2.353.301.297;137.947.462;Mega;3.166.376.611
49;1.023.560.703;2.507.190.611;Nano;1.714.176.165
16;1.414.510.013;1.221.977.592;Macro;593.072.258
70;1.625.832.885;1.726.270.065;Micro;2.521.484.106
97;3.755.223.206;6.093.938.019;Macro;3.486.783.865
51;1.193.587.139;1.614.925.811;Macro;1.782.278.365
85;2.991.287.893;5.690.365.858;Nano;3.023.746.247
13;0.700883;1.089.991.801;Mega;461.734.284
34;5.082.664.527;0.219320758;Mega;1.190.000.482
55;164.816.156;3.267.172.118;Macro;1.964.487.991
14;4.451.725.157;0.925170583;Micro;4.757.626.686
50;1.383.946.774;1.042.655.278;Micro;1.744.791.088
75;308.609.378;5.033.560.605;Micro;2.610.148.949
43;1.036.532.832;2.844.228.834;Macro;1.521.070.032
60;2.204.149.759;4.153.907.425;Nano;2.138.519.171
56;165.687.787;3.151.386.833;Nano;2.003.812.647
100;3.607.207.366;7.602.359.551;Macro;3.544.495.579
45;7.116.575.677;23.036.211;Macro;1.620.597.348
12;5.013.390.243;0.840971884;Nano;413.738.608
64;1.830.859.625;3.349.844.406;Macro;2.328.098.953
46;5.523.665.535;1.952.389.236;Macro;1.590.684.125
35;1.809.583.854;2.099.576.563;Mega;1.272.258.024
46;1.235.741.283;0.836941986;Micro;1.628.790.751
15;6.603.955.904;0.332433523;Mega;4.967.373.838
43;1.779.694.208;3.052.953.409;Macro;1.538.017.429
33;1.132.773.929;1.322.383.377;Mega;119.539.224
76;2.601.264.783;6.850.737.344;Micro;2.737.063.026
66;2.644.214.863;3.116.634.564;Nano;2.379.195.275
23;1.205.614.618;3.597.400.217;Nano;8.279.208.811
98;3.494.758.415;3.385.312.582;Macro;3.511.142.035
63;2.640.015.451;1.373.655.412;Nano;2.232.988.655
29;1.361.181.888;2.670.106.133;Micro;1.048.200.646
82;3.244.415.878;542.544.944;Nano;2.911.947.002
35;7.881.705.224;173.269.323;Micro;1.290.694.862
85;3.186.497.083;5.081.795.137;Micro;3.017.448.669
86;2.821.073.834;4.373.466.421;Micro;3.028.879.982
65;2.423.537.069;3.319.695.807;Macro;2.336.433.429
90;3.671.377.854;8.103.656.838;Micro;3.206.784.079
21;293.712.643;1.585.800.545;Macro;7.355.234.105
38;1.295.360.781;3.856.301.336;Micro;1.338.775.857
12;1.183.576.293;2.828.314.712;Nano;3.742.374.113
83;274.575.452;5.358.948.693;Micro;2.938.314.848
43;1.584.401.592;2.529.435.016;Micro;1.511.967.195
44;2.610.580.982;5.549.674.314;Micro;157.918.206
28;9.184.659.403;0.686658382;Micro;1.022.791.829
61;2.106.482.504;0.950811765;Nano;2.169.042.717
75;3.197.193.882;4.698.021.921;Micro;2.693.323.638
63;1.024.455.279;164.791.391;Nano;2.181.599.843
91;2.470.800.033;1.160.337.309;Micro;3.241.609.442
88;2.496.601.033;1.277.689.358;Macro;3.131.283.776
85;2.656.616.206;5.987.521.897;Macro;3.016.507.764
69;2.388.586.038;2.516.655.365;Nano;2.484.322.622
15;2.777.117.161;2.523.639.962;Micro;5.688.697.574
34;1.067.476.314;3.993.121.151;Micro;1.200.024.179
93;3.045.012.602;2.841.142.764;Nano;3.355.060.119
17;1.437.546.273;0.175893869;Nano;5.980.239.291
21;5.719.153.159;108.986.217;Micro;7.526.600.102
72;2.798.561.722;6.255.029.335;Micro;2.566.993.408
54;2.215.078.407;5.855.266.971;Macro;2.004.014.788
13;2.933.653.909;0.336684657;Micro;4.479.021.789
53;1.207.008.908;1.852.175.612;Mega;1.829.061.686
99;3.057.840.248;3.043.517.305;Nano;3.471.590.861
39;7.244.487.161;2.260.934.844;Macro;141.009.684
98;4.121.683.733;6.137.985.783;Micro;3.534.355.621
49;2.118.136.319;4.522.900.343;Macro;1.713.933.858
36;2.164.067.045;4.667.504.418;Mega;1.281.335.998
68;2.384.490.026;1.673.252.591;Nano;2.440.284.657
70;2.478.821.501;7.581.210.788;Mega;2.460.905.777
36;1.164.101.703;1.088.920.803;Micro;1.299.458.887
56;1.613.003.967;3.866.936.616;Mega;1.963.964.655
91;3.100.206.421;3.149.276.093;Macro;3.273.305.904
14;1.224.402.504;5.347.549.295;Nano;4.705.770.262
84;2.845.135.602;2.841.499.055;Nano;2.983.720.645
97;2.413.192.924;3.174.014.104;Macro;3.427.989.716
72;3.002.854.198;725.837.797;Micro;2.599.760.791
54;143.343.517;4.555.541.139;Mega;19.083.278
43;1.165.183.738;336.668.963;Micro;1.454.186.567
12;3.876.010.939;1.906.025.559;Micro;4.441.389.565
47;1.099.758.175;2.293.062.106;Nano;1.671.158.814
57;1.328.060.278;2.101.510.154;Mega;2.013.055.442
47;1.693.952.644;2.858.758.675;Nano;1.669.484.692
47;1.373.828.647;3.330.651.447;Nano;1.692.547.079
96;3.328.958.396;6.573.732.291;Micro;342.952.628
56;1.399.621.892;0.602834245;Macro;1.942.322.848
64;2.590.099.361;4.113.418.096;Macro;229.933.365
81;2.912.147.199;7.916.414.207;Nano;2.896.405.858
15;6.290.858.174;0.67851384;Mega;5.372.935.589
52;2.399.344.773;0.519212296;Macro;1.901.853.454
10;5.490.507.416;2.469.998.038;Nano;373.193.283
93;2.493.237.267;1.253.028.505;Macro;3.291.478.082
48;2.365.891.291;2.309.970.166;Nano;1.730.682.943
52;1.626.671.791;3.204.358.716;Nano;181.059.151
33;1.327.208.767;5.465.264.124;Macro;117.047.403
38;1.866.475.844;368.182.399;Mega;1.361.497.932
29;9.002.412.712;0.609849942;Nano;105.433.105
44;1.279.549.978;1.228.337.955;Mega;156.070.975
27;526.644.146;1.353.228.723;Mega;9.837.497.073
58;2.304.770.854;1.465.806.506;Micro;2.088.825.784
56;2.102.285.901;3.664.076.004;Nano;1.949.610.328
69;2.689.374.417;4.596.614.853;Macro;2.475.738.851
45;8.374.998.074;1.439.268.363;Mega;1.590.624.812
86;3.358.317.694;5.258.118.263;Nano;3.057.983.315
47;1.572.822.743;2.771.904.176;Macro;1.669.720.246
50;1.536.043.208;7.610.970.713;Micro;1.759.337.802
95;287.254.987;5.147.521.114;Nano;3.428.327.117
61;1.596.956.521;1.950.999.733;Macro;2.129.338.993
36;1.416.404.637;0.497245703;Macro;1.349.986.474
58;4.870.187.029;3.043.994.197;Macro;2.055.431.339
47;1.407.755.898;0.062540126;Macro;1.704.688.777
86;2.837.383.108;4.539.821.932;Mega;3.066.991.275
57;198.795.092;8.274.529.348;Micro;2.014.251.375
54;9.966.013.162;1.321.266.997;Macro;1.952.679.052
46;1.522.052.675;5.422.181.754;Nano;1.660.693.596
18;1.446.110.551;2.347.338.423;Mega;6.232.850.707
25;1.025.499.766;1.748.859.254;Micro;934.669.033
19;0.388590647;0.255873313;Micro;6.748.699.862
54;107.247.493;0.3426558;Mega;1.950.270.446
60;220.455.874;0.180601963;Mega;2.139.523.895
26;9.409.506.568;1.018.662.426;Micro;9.127.428.359
23;0.337280944;1.659.522.761;Mega;8.558.550.551
38;2.092.054.681;0.06584059;Nano;1.369.539.111
96;3.301.778.056;5.625.786.859;Mega;3.387.969.989
21;1.997.442.857;1.474.610.408;Macro;6.457.081.108
66;1.890.171.732;4.247.814.704;Micro;2.303.210.909
52;1.521.955.294;0.74054497;Nano;1.908.058.971
59;2.656.931.113;4.516.217.387;Macro;2.110.368.497
83;3.305.370.376;9.502.273.995;Macro;2.918.816.194
73;2.974.053.217;5.056.047.533;Macro;261.938.262
19;1.062.585.401;1.036.051.829;Macro;6.467.600.576
90;2.930.928.806;2.974.964.668;Micro;3.148.117.249
73;2.366.456.112;7.655.588.185;Micro;2.537.634.186
37;8.110.512.199;3.565.895.209;Macro;128.373.973
28;1.096.271.564;1.364.428.017;Micro;999.982.348
99;2.878.290.675;7.412.178.995;Macro;3.515.295.188
70;2.217.449.472;1.088.762.382;Mega;2.497.158.008
76;2.888.737.713;5.953.678.828;Micro;2.646.641.446
82;2.490.431.818;4.074.219.874;Micro;2.929.740.224
22;1.199.561.122;0.858907412;Nano;7.764.516.073
91;385.561.432;1.021.480.685;Macro;3.206.831.486
33;1.844.134.045;2.713.985.708;Nano;1.183.464.052
76;3.018.229.439;4.016.900.096;Macro;2.693.902.063
61;2.148.782.482;3.771.891.615;Macro;2.185.678.072
92;3.216.716.867;6.726.771.343;Micro;3.319.315.106
53;2.358.638.711;3.258.949.178;Mega;1.868.385.884
71;2.208.457.409;1.663.684.165;Nano;2.487.031.099
51;1.713.094.247;3.601.388.974;Macro;1.780.044.789
68;2.875.170.232;6.739.499.589;Mega;2.449.267.479
32;15.224.893;1.161.446.776;Macro;1.114.934.346
10;1.220.122.965;2.452.274.641;Macro;3.411.396.192
72;2.440.263.571;1.995.127.175;Macro;2.537.082.243
49;1.429.071.783;4.671.001.994;Nano;1.728.908.763
59;1.395.053.433;0.174759871;Micro;2.123.449.809
90;2.822.427.787;3.729.510.231;Macro;3.125.706.663
96;2.398.104.459;1.166.863.302;Mega;3.448.630.125
10;1.030.266.681;2.397.550.882;Macro;3.715.633.949
80;2.681.982.599;0.700882001;Mega;2.842.308.094
50;1.941.204.366;0.188385566;Mega;1.742.680.324
94;3.858.436.016;5.522.805.833;Macro;3.335.663.815
22;6.387.047.153;1.980.000.334;Mega;8.122.101.849
30;9.749.321.224;3.173.628.519;Mega;1.084.865.117
64;2.617.395.298;5.061.944.746;Micro;2.254.587.115
79;3.594.267.446;3.479.529.086;Mega;2.801.191.449
35;166.133.403;29.376.344;Nano;1.284.717.346
87;2.530.886.812;0.888742374;Macro;3.141.227.914
15;7.531.238.469;2.180.049.883;Nano;5.268.309.686
82;3.025.009.056;3.334.021.873;Mega;2.927.546.803
56;1.889.275.737;6.418.796.387;Macro;2.025.339.757
42;5.929.142.678;0.934337091;Mega;1.535.321.895
46;1.459.052.219;2.353.695.787;Micro;1.624.281.991
89;3.452.637.823;7.837.740.232;Macro;3.174.878.689
74;2.719.660.184;561.632.048;Mega;2.672.872.416
83;3.283.596.609;5.757.350.405;Nano;2.933.031.876
99;4.028.751.595;3.937.106.656;Nano;3.542.925.152
52;1.105.567.279;2.339.107.702;Mega;1.869.707.267
38;152.710.352;2.028.067.933;Mega;1.321.550.752
82;2.584.421.495;5.576.685.984;Nano;2.944.359.896
19;3.538.770.143;2.106.952.026;Micro;6.525.206.495
73;1.685.283.064;4.371.485.674;Micro;2.588.694.192
14;0.218030497;0.337638266;Mega;4.894.881.206
80;2.934.018.613;7.067.678.233;Nano;2.842.603.503
20;8.722.931.937;3.337.461.521;Nano;6.881.072.262
71;1.997.976.845;6.960.355.849;Mega;2.520.764.263
13;5.039.607.861;5.038.277.048;Macro;4.815.440.304
21;2.669.395.217;1.602.543.732;Nano;7.761.395.601
48;1.273.575.034;0.021272948;Nano;1.706.154.248
13;3.597.244.019;5.441.006.056;Micro;5.230.014.963
49;1.309.088.428;2.950.203.359;Macro;1.767.169.009
87;346.902.751;5.616.502.273;Micro;3.057.135.791
93;3.479.511.805;4.269.074.383;Nano;3.264.344.483
93;3.437.118.742;6.494.090.329;Micro;3.310.132.524
21;5.000.539.172;0.199657398;Macro;7.582.196.435
33;1.135.073.417;0.964355355;Micro;1.175.888.528
94;2.908.831.186;4.337.243.376;Mega;3.367.849.071
96;3.409.118.325;6.356.479.674;Nano;342.198.386
38;1.260.091.687;297.134.281;Mega;1.401.370.074
52;2.100.550.622;2.405.095.013;Micro;1.840.915.955
28;1.126.841.221;1.373.882.899;Mega;1.026.790.459
12;5.037.808.977;1.199.564.471;Mega;4.527.366.111
51;1.984.177.838;4.035.106.928;Micro;178.557.418
44;2.073.054.448;7.469.616.948;Micro;1.577.902.917
99;3.712.787.724;3.057.987.485;Macro;3.549.664.218
27;4.701.938.982;2.075.231.234;Macro;9.935.728.704
52;2.290.816.582;3.257.424.196;Mega;1.858.950.197
98;268.474.977;0.555850618;Macro;3.518.627.923
90;2.974.804.469;0.191958978;Mega;3.230.890.584
95;3.764.117.276;4.268.640.845;Mega;3.353.367.393
28;1.097.367.816;2.558.390.415;Mega;1.029.788.304
23;1.577.017.515;1.075.431.493;Macro;7.815.138.175
58;1.779.137.836;4.621.131.863;Macro;2.019.085.053
59;1.983.461.673;7.641.127.922;Nano;2.102.300.459
37;1.555.588.154;0.019312963;Macro;1.304.808.906
49;166.826.188;4.159.433.929;Mega;1.656.538.521
37;1.414.716.305;7.161.305.345;Nano;1.346.410.155
97;3.169.082.641;5.548.205.454;Nano;3.424.261.322
50;1.768.275.393;1.605.194.317;Nano;1.754.994.966
99;3.030.840.623;7.342.506.617;Nano;3.510.426.188
97;3.496.819.327;6.731.469.772;Micro;3.420.899.468
58;2.139.993.028;2.172.741.919;Mega;2.064.130.386
28;1.034.705.868;1.330.435.169;Micro;969.794.153
76;1.910.180.456;2.327.478.321;Nano;268.892.292
30;6.433.771.661;0.718034664;Macro;106.652.765
25;1.406.659.351;1.322.903.892;Micro;9.081.196.516
50;6.744.746.854;1.282.871.587;Macro;178.146.188
45;1.266.662.023;1.415.740.851;Nano;1.602.409.262
23;2.119.801.838;0.893297038;Micro;8.070.133.466
86;3.040.958.262;6.126.358.542;Mega;3.067.707.311
58;21.746.656;4.451.849.392;Nano;2.102.238.701
20;1.292.065.658;1.865.530.074;Nano;7.234.626.828
39;2.608.214.459;3.414.835.509;Mega;1.356.150.886
92;2.564.876.108;4.156.526.229;Micro;3.284.519.464
37;17.592.606;2.569.460.824;Macro;1.302.686.322
81;2.206.361.159;22.942.489;Micro;2.904.074.031
10;5.592.288.963;1.396.276.425;Mega;3.612.642.605
20;1.176.435.902;1.308.742.285;Mega;7.112.471.063
36;2.629.061.724;4.784.614.133;Nano;1.298.559.572
54;4.341.896.369;1.135.469.579;Macro;1.919.649.054
40;1.733.275.169;0.428533543;Macro;1.437.043.014
85;2.378.707.098;2.504.073.833;Nano;3.073.095.443
24;7.544.702.793;2.339.837.083;Mega;8.355.712.247
12;2.914.654.396;295.186.781;Macro;5.219.893.328
46;1.746.994.122;1.304.576.856;Micro;165.228.835
71;2.149.219.873;5.969.253.678;Nano;2.536.910.094
20;1.414.182.146;1.024.806.177;Macro;7.003.021.409
90;3.271.166.164;4.755.053.057;Micro;3.223.930.252
94;2.708.974.013;1.867.946.948;Nano;3.366.476.274
98;2.855.638.293;5.407.817.067;Nano;3.461.858.447
23;4.375.792.879;3.299.249.022;Nano;8.143.265.885
24;1.118.989.537;0.329939678;Nano;8.348.905.348
26;1.481.694.261;5.930.061.418;Mega;950.360.686
23;1.662.502.162;0.612275984;Nano;8.068.144.883
46;1.563.311.408;2.681.854.353;Micro;1.645.987.215
26;1.278.850.362;301.349.173;Micro;9.774.436.434
25;5.438.159.446;0.017011212;Nano;8.843.421.795
17;1.065.327.885;182.859.956;Macro;6.188.191.017
27;2.334.265.598;0.061268949;Macro;9.463.760.923
96;3.289.164.931;2.377.670.015;Nano;344.664.982
24;1.062.179.399;1.086.533.803;Macro;8.687.918.146
67;2.008.171.295;0.884518198;Macro;2.330.850.067
26;397.700.114;0.130780036;Mega;9.018.167.788
23;9.024.577.462;3.276.219.428;Mega;8.593.989.959
95;310.557.159;6.758.467.165;Mega;3.406.233.592
58;1.330.369.009;4.383.672.242;Mega;2.075.720.601
46;1.557.190.659;3.193.752.933;Nano;1.627.009.564
30;7.570.742.919;0.732234227;Macro;1.099.760.621
40;1.332.266.602;2.613.952.248;Micro;1.451.731.028
43;1.940.467.358;1.227.667.435;Nano;1.481.785.567
92;4.227.157.869;7.379.310.185;Macro;3.288.426.678
98;2.935.026.643;6.913.729.654;Nano;34.750.737
92;2.964.528.436;2.641.853.177;Macro;3.302.643.204
54;1.111.754.521;2.865.084.871;Nano;1.896.558.121
52;1.815.994.431;0.318088036;Mega;1.829.296.042
77;2.886.749.641;3.481.911.572;Nano;2.700.653.225
84;2.247.695.972;2.357.758.852;Micro;2.957.135.652
44;1.024.267.885;0.468675155;Macro;159.267.743
85;2.789.100.194;7.145.666.677;Micro;3.028.317.272
63;2.023.650.027;4.367.758.728;Macro;2.301.243.479
28;1.734.363.919;2.071.635.541;Micro;9.693.005.432
81;2.667.272.207;4.564.258.578;Nano;2.913.200.448
60;1.285.900.617;2.182.885.119;Micro;213.340.699
45;171.275.201;1.462.856.663;Micro;15.765.616
40;8.144.143.253;0.719071866;Micro;1.460.792.253
50;1.411.823.913;0.461927771;Mega;1.782.776.412
63;1.725.010.011;0.87748155;Macro;2.272.929.653
51;1.429.224.744;0.469666552;Micro;1.825.264.574
65;2.423.743.524;5.698.040.664;Mega;2.254.525.939
70;6.447.448.967;0.381426418;Micro;248.312.749
50;1.763.728.761;1.085.353.836;Mega;1.766.747.499
45;1.429.397.472;1.906.690.103;Macro;1.564.633.708
45;134.913.782;0.427454636;Macro;1.641.527.348
31;8.275.869.393;2.131.422.502;Macro;1.121.928.797
20;2.372.901.063;0.857514423;Micro;7.375.120.184
25;1.528.573.168;0.430381993;Micro;8.888.778.996
48;1.606.992.836;4.783.021.098;Nano;1.659.920.562
12;3.135.564.385;2.924.747.767;Micro;4.056.229.358
27;7.351.579.839;3.159.416.944;Mega;967.459.122
75;3.008.100.939;6.303.425.067;Nano;2.688.120.326
53;1.736.953.424;4.404.963.491;Macro;1.882.123.858
26;1.040.053.409;2.607.022.067;Nano;8.984.006.146
79;2.896.967.508;572.254.515;Nano;2.813.554.191
64;2.608.926.355;6.297.890.399;Nano;2.259.807.912
25;1.114.088.597;2.011.770.582;Mega;9.125.033.955
25;8.577.294.801;1.765.273.027;Micro;8.839.152.161
22;3.482.537.558;1.146.371.254;Macro;8.123.779.626
76;3.412.497.308;5.948.489.204;Mega;2.703.425.712
64;2.071.221.941;5.464.031.097;Nano;2.284.325.974
55;2.677.262.827;689.508.981;Mega;1.981.521.866
87;2.184.723.897;4.848.892.139;Nano;3.087.451.176
58;228.094.174;616.708.512;Nano;1.989.158.424
21;8.977.244.028;1.183.893.145;Micro;7.728.657.273
51;1.881.480.053;3.440.682.119;Mega;1.825.116.139
14;1.495.556.574;0.924449961;Nano;4.658.681.598
19;7.069.720.275;3.109.655.988;Mega;663.342.674
72;3.319.821.998;2.388.289.664;Micro;2.572.367.226
92;3.118.303.928;500.595.276;Mega;3.317.547.553
84;2.777.118.565;4.870.181.828;Macro;2.992.571.021
17;4.490.602.106;0.947531027;Mega;5.579.275.944
33;1.636.099.547;2.198.071.571;Nano;1.166.798.911
53;193.744.916;0.211224076;Macro;1.918.641.318
34;1.585.130.193;2.468.160.476;Macro;130.342.015
61;2.016.105.438;3.305.574.466;Nano;2.191.887.773
24;1.453.701.186;5.115.165.808;Micro;8.295.910.852
16;3.639.306.804;2.077.946.459;Nano;543.187.395
93;3.249.798.817;8.698.498.353;Macro;3.315.415.059
88;3.364.954.284;6.652.385.998;Nano;3.148.714.995
75;2.446.123.389;7.508.531.221;Nano;2.615.153.506
24;9.509.295.201;3.018.306.095;Macro;8.128.853.155
90;2.691.428.685;6.074.164.732;Mega;3.224.667.969
69;1.236.276.951;1.544.761.417;Micro;24.551.018
32;1.682.166.633;1.585.219.121;Micro;1.146.695.418
